school_id,school_name_en,school_name_zh,stage,curriculums,confidence,source,reason
sch_01367,Salvation Army Primary School (南區),救世軍南區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01368,Salvation Army Primary School (中西區),救世軍小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01369,C.C.C. Primary School (北區),中華基督教會北區小學（北區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01370,Catholic Primary School (深水埗區),天主教深水埗區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01371,Lutheran Primary School (沙田區),路德會小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01372,Lutheran Primary School (屯門區),路德會小學（屯門區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01373,S.K.H. Primary School (南區),聖公會南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01374,Taoist Primary School (中西區),道教中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01375,Yan Chai Hospital Primary School (葵青區),仁濟醫院小學（葵青區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01376,Baptist Primary School (離島區),浸信會離島區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01377,Tung Wah Group of Hospitals Primary School (沙田區),東華三院小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01378,Lutheran Primary School (油尖旺區),路德會油尖旺區小學（油尖旺區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01379,Baptist Primary School (南區),浸信會南區小學（南區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01380,Catholic Primary School (東區),天主教東區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01381,Po Leung Kuk Primary School (東區),保良局東區小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01382,Catholic Primary School (西貢區),天主教小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01383,Pok Oi Hospital Primary School (深水埗區),博愛醫院小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01384,Catholic Primary School (灣仔區),天主教灣仔區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01385,Tung Wah Group of Hospitals Primary School (北區),東華三院北區小學（北區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01386,Catholic Primary School (沙田區),天主教沙田區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01387,Pok Oi Hospital Primary School (南區),博愛醫院南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01388,Buddhist Primary School (荃灣區),佛教荃灣區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01389,Methodist Primary School (觀塘區),循道衛理觀塘區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01390,Yan Chai Hospital Primary School (大埔區),仁濟醫院大埔區小學（大埔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01391,Sik Sik Yuen Primary School (北區),嗇色園小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01392,C.C.C. Primary School (屯門區),中華基督教會屯門區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01393,Tung Wah Group of Hospitals Primary School (大埔區),東華三院小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01394,C.C.C. Primary School (黃大仙區),中華基督教會小學（黃大仙區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01395,Salvation Army Primary School (北區),救世軍小學（北區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01396,Baptist Primary School (元朗區),浸信會小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01397,Buddhist Primary School (北區),佛教小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01398,Taoist Primary School (中西區),道教小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01399,Sik Sik Yuen Primary School (九龍城區),嗇色園小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01400,Buddhist Primary School (大埔區),佛教小學（大埔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01401,Yan Chai Hospital Primary School (觀塘區),仁濟醫院觀塘區小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01402,Yan Chai Hospital Primary School (油尖旺區),仁濟醫院小學（油尖旺區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01403,C.C.C. Primary School (中西區),中華基督教會小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01404,Pok Oi Hospital Primary School (觀塘區),博愛醫院觀塘區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01405,Salvation Army Primary School (離島區),救世軍離島區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01406,Methodist Primary School (南區),循道衛理南區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01407,Sik Sik Yuen Primary School (油尖旺區),嗇色園小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01408,Methodist Primary School (元朗區),循道衛理小學（元朗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01409,Taoist Primary School (九龍城區),道教小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01410,Catholic Primary School (中西區),天主教小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01411,Baptist Primary School (九龍城區),浸信會九龍城區小學（九龍城區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01412,Buddhist Primary School (南區),佛教南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01413,Methodist Primary School (九龍城區),循道衛理九龍城區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01414,Buddhist Primary School (中西區),佛教中西區小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01415,Yan Chai Hospital Primary School (葵青區),仁濟醫院小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01416,S.K.H. Primary School (沙田區),聖公會沙田區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01417,Catholic Primary School (沙田區),天主教小學（沙田區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01418,C.C.C. Primary School (南區),中華基督教會小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01419,Taoist Primary School (中西區),道教小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01420,Po Leung Kuk Primary School (油尖旺區),保良局油尖旺區小學（油尖旺區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01421,Lutheran Primary School (西貢區),路德會小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01422,Sik Sik Yuen Primary School (北區),嗇色園小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01423,S.K.H. Primary School (九龍城區),聖公會小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01424,Lutheran Primary School (離島區),路德會離島區小學（離島區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01425,Methodist Primary School (中西區),循道衛理小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01426,Salvation Army Primary School (西貢區),救世軍小學（西貢區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01427,C.C.C. Primary School (深水埗區),中華基督教會小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01428,Tung Wah Group of Hospitals Primary School (北區),東華三院小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01429,Catholic Primary School (荃灣區),天主教荃灣區小學（荃灣區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01430,Catholic Primary School (油尖旺區),天主教油尖旺區小學（油尖旺區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01431,S.K.H. Primary School (荃灣區),聖公會小學（荃灣區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01432,Tung Wah Group of Hospitals Primary School (油尖旺區),東華三院小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01433,Methodist Primary School (觀塘區),循道衛理小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01434,Buddhist Primary School (元朗區),佛教元朗區小學（元朗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01435,Pok Oi Hospital Primary School (北區),博愛醫院小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01436,Yan Chai Hospital Primary School (黃大仙區),仁濟醫院小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01437,Baptist Primary School (觀塘區),浸信會小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01438,Salvation Army Primary School (中西區),救世軍中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01439,Lutheran Primary School (九龍城區),路德會小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01440,Pok Oi Hospital Primary School (東區),博愛醫院東區小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01441,Baptist Primary School (灣仔區),浸信會小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01442,C.C.C. Primary School (中西區),中華基督教會中西區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01443,C.C.C. Primary School (九龍城區),中華基督教會九龍城區小學（九龍城區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01444,Sik Sik Yuen Primary School (南區),嗇色園南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01445,Methodist Primary School (灣仔區),循道衛理小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01446,Yan Chai Hospital Primary School (油尖旺區),仁濟醫院油尖旺區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01447,Lutheran Primary School (葵青區),路德會小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01448,Pok Oi Hospital Primary School (南區),博愛醫院南區小學（南區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01449,Buddhist Primary School (九龍城區),佛教小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01450,Catholic Primary School (南區),天主教南區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01451,Tung Wah Group of Hospitals Primary School (九龍城區),東華三院小學（九龍城區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01452,Catholic Primary School (油尖旺區),天主教油尖旺區小學（油尖旺區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01453,Taoist Primary School (觀塘區),道教觀塘區小學（觀塘區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01454,Yan Chai Hospital Primary School (荃灣區),仁濟醫院荃灣區小學（荃灣區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01455,Methodist Primary School (油尖旺區),循道衛理小學（油尖旺區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01456,S.K.H. Primary School (葵青區),聖公會葵青區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01457,C.C.C. Primary School (葵青區),中華基督教會葵青區小學（葵青區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01458,S.K.H. Primary School (觀塘區),聖公會觀塘區小學（觀塘區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01459,Methodist Primary School (大埔區),循道衛理大埔區小學（大埔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01460,Po Leung Kuk Primary School (黃大仙區),保良局黃大仙區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01461,Buddhist Primary School (大埔區),佛教小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01462,Sik Sik Yuen Primary School (油尖旺區),嗇色園小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01463,Baptist Primary School (黃大仙區),浸信會黃大仙區小學（黃大仙區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01464,Yan Chai Hospital Primary School (黃大仙區),仁濟醫院黃大仙區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01465,Sik Sik Yuen Primary School (荃灣區),嗇色園小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01466,Yan Chai Hospital Primary School (離島區),仁濟醫院離島區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01467,Taoist Primary School (深水埗區),道教小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01468,Pok Oi Hospital Primary School (觀塘區),博愛醫院觀塘區小學（觀塘區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01469,Salvation Army Primary School (離島區),救世軍小學（離島區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01470,Buddhist Primary School (離島區),佛教離島區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01471,Po Leung Kuk Primary School (東區),保良局小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01472,Pok Oi Hospital Primary School (北區),博愛醫院小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01473,Taoist Primary School (灣仔區),道教灣仔區小學（灣仔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01474,Baptist Primary School (中西區),浸信會中西區小學（中西區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01475,Pok Oi Hospital Primary School (荃灣區),博愛醫院荃灣區小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01476,Catholic Primary School (油尖旺區),天主教小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01477,Tung Wah Group of Hospitals Primary School (元朗區),東華三院元朗區小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01478,S.K.H. Primary School (荃灣區),聖公會荃灣區小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01479,Sik Sik Yuen Primary School (屯門區),嗇色園屯門區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01480,Tung Wah Group of Hospitals Primary School (中西區),東華三院中西區小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01481,Baptist Primary School (大埔區),浸信會小學（大埔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01482,Catholic Primary School (荃灣區),天主教小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01483,S.K.H. Primary School (灣仔區),聖公會灣仔區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01484,Po Leung Kuk Primary School (中西區),保良局小學（中西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01485,Yan Chai Hospital Primary School (中西區),仁濟醫院中西區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01486,Po Leung Kuk Primary School (元朗區),保良局小學（元朗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01487,Methodist Primary School (葵青區),循道衛理小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01488,Taoist Primary School (北區),道教北區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01489,Salvation Army Primary School (北區),救世軍小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01490,Catholic Primary School (灣仔區),天主教灣仔區小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01491,S.K.H. Primary School (屯門區),聖公會小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01492,Lutheran Primary School (灣仔區),路德會灣仔區小學（灣仔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01493,Baptist Primary School (北區),浸信會北區小學（北區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01494,Taoist Primary School (元朗區),道教小學（元朗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01495,Salvation Army Primary School (深水埗區),救世軍深水埗區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01496,Catholic Primary School (東區),天主教小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01497,Pok Oi Hospital Primary School (大埔區),博愛醫院小學（大埔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01498,Salvation Army Primary School (觀塘區),救世軍觀塘區小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01499,Catholic Primary School (離島區),天主教離島區小學（離島區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01500,Catholic Primary School (油尖旺區),天主教油尖旺區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01501,Taoist Primary School (西貢區),道教小學（西貢區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01502,Baptist Primary School (沙田區),浸信會沙田區小學（沙田區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01503,Taoist Primary School (南區),道教南區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01504,Sik Sik Yuen Primary School (屯門區),嗇色園屯門區小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01505,Pok Oi Hospital Primary School (觀塘區),博愛醫院觀塘區小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01506,Catholic Primary School (黃大仙區),天主教小學（黃大仙區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01507,Buddhist Primary School (南區),佛教小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01508,Buddhist Primary School (中西區),佛教中西區小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01509,Sik Sik Yuen Primary School (灣仔區),嗇色園小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01510,Yan Chai Hospital Primary School (油尖旺區),仁濟醫院小學（油尖旺區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01511,Lutheran Primary School (觀塘區),路德會小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01512,Yan Chai Hospital Primary School (葵青區),仁濟醫院葵青區小學（葵青區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01513,Buddhist Primary School (中西區),佛教中西區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01514,S.K.H. Primary School (油尖旺區),聖公會小學（油尖旺區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01515,C.C.C. Primary School (黃大仙區),中華基督教會小學（黃大仙區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01516,Methodist Primary School (油尖旺區),循道衛理油尖旺區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01517,Pok Oi Hospital Primary School (北區),博愛醫院小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01518,Yan Chai Hospital Primary School (深水埗區),仁濟醫院小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01519,Po Leung Kuk Primary School (葵青區),保良局小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01520,Sik Sik Yuen Primary School (北區),嗇色園小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01521,Salvation Army Primary School (油尖旺區),救世軍小學（油尖旺區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01522,S.K.H. Primary School (荃灣區),聖公會荃灣區小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01523,Yan Chai Hospital Primary School (南區),仁濟醫院南區小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01524,C.C.C. Primary School (深水埗區),中華基督教會小學（深水埗區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01525,Catholic Primary School (東區),天主教小學（東區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01526,Lutheran Primary School (沙田區),路德會沙田區小學（沙田區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01527,Sik Sik Yuen Primary School (觀塘區),嗇色園小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01528,Buddhist Primary School (荃灣區),佛教荃灣區小學（荃灣區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01529,Catholic Primary School (西貢區),天主教小學（西貢區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01530,Lutheran Primary School (灣仔區),路德會小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01531,Yan Chai Hospital Primary School (灣仔區),仁濟醫院灣仔區小學（第1校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01532,Lutheran Primary School (深水埗區),路德會小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01533,C.C.C. Primary School (西貢區),中華基督教會小學（第3校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01534,Catholic Primary School (西貢區),天主教小學（第4校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01535,Buddhist Primary School (黃大仙區),佛教黃大仙區小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01536,Lutheran Primary School (黃大仙區),路德會小學（黃大仙區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01537,Tung Wah Group of Hospitals Primary School (大埔區),東華三院小學（大埔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01538,Sik Sik Yuen Primary School (觀塘區),嗇色園小學（北區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01539,S.K.H. Primary School (沙田區),聖公會小學（南區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01540,C.C.C. Primary School (西貢區),中華基督教會小學（西貢區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01541,Sik Sik Yuen Primary School (大埔區),嗇色園小學（大埔區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01542,Methodist Primary School (中西區),循道衛理中西區小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01543,Catholic Primary School (葵青區),天主教小學（葵青區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01544,Tung Wah Group of Hospitals Primary School (灣仔區),東華三院灣仔區小學（灣仔區分校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01545,S.K.H. Primary School (灣仔區),聖公會小學（第5校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01546,Lutheran Primary School (油尖旺區),路德會油尖旺區小學（西區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01547,Baptist Primary School (葵青區),浸信會小學（第2校）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
sch_01548,Sik Sik Yuen Primary School (觀塘區),嗇色園小學（東區）,小學,HK_LOCAL,HIGH,schools.ts curriculum field,Declared DSE curriculum
