id,name,nameEn,level,type,fundingType,curriculums,confidence,reason
sch_01359,聖公會中西區小學（南區）,S.K.H. Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01360,中華基督教會離島區小學（離島區）,C.C.C. Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01361,路德會小學（第1校）,Lutheran Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01362,嗇色園東區小學（東區）,Sik Sik Yuen Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01363,救世軍小學（灣仔區）,Salvation Army Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01364,救世軍深水埗區小學（北區）,Salvation Army Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01365,天主教黃大仙區小學（北區）,Catholic Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01366,東華三院小學（荃灣區）,Tung Wah Group of Hospitals Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01367,救世軍南區小學（西區）,Salvation Army Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01368,救世軍小學（第3校）,Salvation Army Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01369,中華基督教會北區小學（北區分校）,C.C.C. Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01370,天主教深水埗區小學（第5校）,Catholic Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01371,路德會小學（第1校）,Lutheran Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01372,路德會小學（屯門區分校）,Lutheran Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01373,聖公會南區小學（南區）,S.K.H. Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01374,道教中西區小學（中西區分校）,Taoist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01375,仁濟醫院小學（葵青區分校）,Yan Chai Hospital Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01376,浸信會離島區小學（北區）,Baptist Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01377,東華三院小學（西區）,Tung Wah Group of Hospitals Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01378,路德會油尖旺區小學（油尖旺區）,Lutheran Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01379,浸信會南區小學（南區分校）,Baptist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01380,天主教東區小學（東區）,Catholic Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01381,保良局東區小學（東區分校）,Po Leung Kuk Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01382,天主教小學（第2校）,Catholic Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01383,博愛醫院小學（第3校）,Pok Oi Hospital Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01384,天主教灣仔區小學（南區）,Catholic Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01385,東華三院北區小學（北區分校）,Tung Wah Group of Hospitals Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01386,天主教沙田區小學（第1校）,Catholic Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01387,博愛醫院南區小學（南區）,Pok Oi Hospital Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01388,佛教荃灣區小學（北區）,Buddhist Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01389,循道衛理觀塘區小學（南區）,Methodist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01390,仁濟醫院大埔區小學（大埔區）,Yan Chai Hospital Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01391,嗇色園小學（第1校）,Sik Sik Yuen Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01392,中華基督教會屯門區小學（西區）,C.C.C. Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01393,東華三院小學（第3校）,Tung Wah Group of Hospitals Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01394,中華基督教會小學（黃大仙區分校）,C.C.C. Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01395,救世軍小學（北區分校）,Salvation Army Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01396,浸信會小學（東區）,Baptist Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01397,佛教小學（西區）,Buddhist Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01398,道教小學（第3校）,Taoist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01399,嗇色園小學（第4校）,Sik Sik Yuen Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01400,佛教小學（大埔區分校）,Buddhist Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01401,仁濟醫院觀塘區小學（觀塘區）,Yan Chai Hospital Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01402,仁濟醫院小學（油尖旺區）,Yan Chai Hospital Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01403,中華基督教會小學（中西區分校）,C.C.C. Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01404,博愛醫院觀塘區小學（第4校）,Pok Oi Hospital Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01405,救世軍離島區小學（第5校）,Salvation Army Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01406,循道衛理南區小學（西區）,Methodist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01407,嗇色園小學（第2校）,Sik Sik Yuen Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01408,循道衛理小學（元朗區）,Methodist Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01409,道教小學（第4校）,Taoist Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01410,天主教小學（北區）,Catholic Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01411,浸信會九龍城區小學（九龍城區）,Baptist Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01412,佛教南區小學（南區）,Buddhist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01413,循道衛理九龍城區小學（東區）,Methodist Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01414,佛教中西區小學（中西區）,Buddhist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01415,仁濟醫院小學（第5校）,Yan Chai Hospital Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01416,聖公會沙田區小學（西區）,S.K.H. Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01417,天主教小學（沙田區分校）,Catholic Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01418,中華基督教會小學（北區）,C.C.C. Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01419,道教小學（第4校）,Taoist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01420,保良局油尖旺區小學（油尖旺區）,Po Leung Kuk Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01421,路德會小學（東區）,Lutheran Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01422,嗇色園小學（北區）,Sik Sik Yuen Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01423,聖公會小學（第3校）,S.K.H. Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01424,路德會離島區小學（離島區分校）,Lutheran Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01425,循道衛理小學（中西區分校）,Methodist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01426,救世軍小學（西貢區）,Salvation Army Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01427,中華基督教會小學（第2校）,C.C.C. Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01428,東華三院小學（北區）,Tung Wah Group of Hospitals Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01429,天主教荃灣區小學（荃灣區分校）,Catholic Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01430,天主教油尖旺區小學（油尖旺區分校）,Catholic Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01431,聖公會小學（荃灣區）,S.K.H. Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01432,東華三院小學（第2校）,Tung Wah Group of Hospitals Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01433,循道衛理小學（觀塘區）,Methodist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01434,佛教元朗區小學（元朗區）,Buddhist Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01435,博愛醫院小學（北區）,Pok Oi Hospital Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01436,仁濟醫院小學（北區）,Yan Chai Hospital Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01437,浸信會小學（南區）,Baptist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01438,救世軍中西區小學（中西區分校）,Salvation Army Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01439,路德會小學（北區）,Lutheran Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01440,博愛醫院東區小學（東區分校）,Pok Oi Hospital Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01441,浸信會小學（南區）,Baptist Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01442,中華基督教會中西區小學（北區）,C.C.C. Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01443,中華基督教會九龍城區小學（九龍城區分校）,C.C.C. Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01444,嗇色園南區小學（南區）,Sik Sik Yuen Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01445,循道衛理小學（第5校）,Methodist Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01446,仁濟醫院油尖旺區小學（第1校）,Yan Chai Hospital Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01447,路德會小學（西區）,Lutheran Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01448,博愛醫院南區小學（南區分校）,Pok Oi Hospital Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01449,佛教小學（西區）,Buddhist Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01450,天主教南區小學（第5校）,Catholic Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01451,東華三院小學（九龍城區）,Tung Wah Group of Hospitals Primary School (九龍城區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01452,天主教油尖旺區小學（油尖旺區分校）,Catholic Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01453,道教觀塘區小學（觀塘區分校）,Taoist Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01454,仁濟醫院荃灣區小學（荃灣區）,Yan Chai Hospital Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01455,循道衛理小學（油尖旺區）,Methodist Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01456,聖公會葵青區小學（第1校）,S.K.H. Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01457,中華基督教會葵青區小學（葵青區分校）,C.C.C. Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01458,聖公會觀塘區小學（觀塘區分校）,S.K.H. Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01459,循道衛理大埔區小學（大埔區分校）,Methodist Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01460,保良局黃大仙區小學（東區）,Po Leung Kuk Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01461,佛教小學（第1校）,Buddhist Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01462,嗇色園小學（第2校）,Sik Sik Yuen Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01463,浸信會黃大仙區小學（黃大仙區）,Baptist Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01464,仁濟醫院黃大仙區小學（第4校）,Yan Chai Hospital Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01465,嗇色園小學（第5校）,Sik Sik Yuen Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01466,仁濟醫院離島區小學（第1校）,Yan Chai Hospital Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01467,道教小學（東區）,Taoist Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01468,博愛醫院觀塘區小學（觀塘區）,Pok Oi Hospital Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01469,救世軍小學（離島區分校）,Salvation Army Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01470,佛教離島區小學（南區）,Buddhist Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01471,保良局小學（東區分校）,Po Leung Kuk Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01472,博愛醫院小學（南區）,Pok Oi Hospital Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01473,道教灣仔區小學（灣仔區）,Taoist Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01474,浸信會中西區小學（中西區分校）,Baptist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01475,博愛醫院荃灣區小學（東區）,Pok Oi Hospital Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01476,天主教小學（第1校）,Catholic Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01477,東華三院元朗區小學（第2校）,Tung Wah Group of Hospitals Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01478,聖公會荃灣區小學（第3校）,S.K.H. Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01479,嗇色園屯門區小學（第4校）,Sik Sik Yuen Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01480,東華三院中西區小學（中西區）,Tung Wah Group of Hospitals Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01481,浸信會小學（大埔區分校）,Baptist Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01482,天主教小學（南區）,Catholic Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01483,聖公會灣仔區小學（北區）,S.K.H. Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01484,保良局小學（中西區）,Po Leung Kuk Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01485,仁濟醫院中西區小學（第5校）,Yan Chai Hospital Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01486,保良局小學（元朗區）,Po Leung Kuk Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01487,循道衛理小學（第2校）,Methodist Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01488,道教北區小學（西區）,Taoist Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01489,救世軍小學（第4校）,Salvation Army Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01490,天主教灣仔區小學（灣仔區分校）,Catholic Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01491,聖公會小學（第1校）,S.K.H. Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01492,路德會灣仔區小學（灣仔區）,Lutheran Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01493,浸信會北區小學（北區分校）,Baptist Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01494,道教小學（元朗區）,Taoist Primary School (元朗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01495,救世軍深水埗區小學（第5校）,Salvation Army Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01496,天主教小學（第1校）,Catholic Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01497,博愛醫院小學（大埔區分校）,Pok Oi Hospital Primary School (大埔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01498,救世軍觀塘區小學（第3校）,Salvation Army Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01499,天主教離島區小學（離島區分校）,Catholic Primary School (離島區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01500,天主教油尖旺區小學（第5校）,Catholic Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01501,道教小學（西貢區分校）,Taoist Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01502,浸信會沙田區小學（沙田區）,Baptist Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01503,道教南區小學（南區）,Taoist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01504,嗇色園屯門區小學（第4校）,Sik Sik Yuen Primary School (屯門區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01505,博愛醫院觀塘區小學（第5校）,Pok Oi Hospital Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01506,天主教小學（黃大仙區）,Catholic Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01507,佛教小學（東區）,Buddhist Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01508,佛教中西區小學（南區）,Buddhist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01509,嗇色園小學（第4校）,Sik Sik Yuen Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01510,仁濟醫院小學（油尖旺區）,Yan Chai Hospital Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01511,路德會小學（第1校）,Lutheran Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01512,仁濟醫院葵青區小學（葵青區）,Yan Chai Hospital Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01513,佛教中西區小學（北區）,Buddhist Primary School (中西區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01514,聖公會小學（油尖旺區分校）,S.K.H. Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01515,中華基督教會小學（黃大仙區分校）,C.C.C. Primary School (黃大仙區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01516,循道衛理油尖旺區小學（第1校）,Methodist Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01517,博愛醫院小學（第2校）,Pok Oi Hospital Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01518,仁濟醫院小學（南區）,Yan Chai Hospital Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01519,保良局小學（第4校）,Po Leung Kuk Primary School (葵青區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01520,嗇色園小學（第5校）,Sik Sik Yuen Primary School (北區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01521,救世軍小學（油尖旺區分校）,Salvation Army Primary School (油尖旺區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01522,聖公會荃灣區小學（第2校）,S.K.H. Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01523,仁濟醫院南區小學（第3校）,Yan Chai Hospital Primary School (南區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01524,中華基督教會小學（深水埗區）,C.C.C. Primary School (深水埗區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01525,天主教小學（東區分校）,Catholic Primary School (東區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01526,路德會沙田區小學（沙田區分校）,Lutheran Primary School (沙田區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01527,嗇色園小學（第2校）,Sik Sik Yuen Primary School (觀塘區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01528,佛教荃灣區小學（荃灣區分校）,Buddhist Primary School (荃灣區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01529,天主教小學（西貢區）,Catholic Primary School (西貢區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01530,路德會小學（灣仔區分校）,Lutheran Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
sch_01531,仁濟醫院灣仔區小學（第1校）,Yan Chai Hospital Primary School (灣仔區),小學,資助學校,資助,HK_LOCAL,HIGH,fundingType=資助 => HK_LOCAL
