SCHOOL NO.,ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,WEBSITE,網頁,RELIGION,宗教
324159000111,Kindergartens,幼稚園,GUIDEPOSTS KINDERGARTEN,佳寶幼稚園,NO 5B MOUNT STERLING MALL LOWER PODIUM FLOOR MEI FOO SUN CHUEN KOWLOON,九龍美孚新邨萬事達廣場５號Ｂ平台,114.13914041,114.13914041,22.33766639,22.33766639,832380.8,832380.8,822067.2,822067.2,CO-ED,男女,A.M.,上午,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,27432800,27432800,27854364,27854364,http://www.guideposts.edu.hk,http://www.guideposts.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
325694000111,Kindergartens,幼稚園,CHOI HA ESTATE KIT SAM KINDERGARTEN,天主教彩霞邨潔心幼稚園,NO.4 CARPARK PODIUM CHOI HA ESTATE NGAU TAU KOK KOWLOON,九龍牛頭角彩霞邨停車場平台四號,114.21722285,114.21722285,22.32547536,22.32547536,840424.9,840424.9,820717.3,820717.3,CO-ED,男女,A.M.,上午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,23051443,23051443,27584101,27584101,http://www.sihm.org.hk,http://www.sihm.org.hk,CATHOLICISM,天主教
321192000111,Kindergartens,幼稚園,REDEMPTION LUTHERAN KINDERGARTEN,路德會救恩幼稚園,G-1/F 13 MUK LUN STREET KOWLOON,九龍睦鄰街１３號地下至二樓,114.19712124,114.19712124,22.34111196,22.34111196,838353.7,838353.7,822448.4,822448.4,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,23261546,23261546,23212664,23212664,http://www.rlk.edu.hk,http://www.rlk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
319775000112,Kindergartens,幼稚園,KWUN TONG METHODIST KINDERGARTEN,觀塘循道幼稚園,2/F FLAT 2-071 LOTUS TOWER-3 KWUN TONG GARDEN ESTATE NGAU TAU KOK ROAD KOWLOON,觀塘牛頭角道花園大廈玉蓮台第３座２－０７１室,114.22084414,114.22084414,22.31566629,22.31566629,840798.3,840798.3,819631.2,819631.2,CO-ED,男女,P.M.,下午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,23423062,23423062,27904910,27904910,http://www.ktmk.edu.hk,http://www.ktmk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
321192000113,Kindergartens,幼稚園,REDEMPTION LUTHERAN KINDERGARTEN,路德會救恩幼稚園,G-1/F 13 MUK LUN STREET KOWLOON,九龍睦鄰街１３號地下至二樓,114.19712124,114.19712124,22.34110473,22.34110473,838353.7,838353.7,822447.6,822447.6,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,23261546,23261546,23212664,23212664,http://www.rlk.edu.hk,http://www.rlk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
321087000111,Kindergartens,幼稚園,MING WAI KINDERGARTEN,明慧幼稚園,1/F 2-8 TSAT TSE MUI ROAD NORTH POINT HK,香港七姊妹道２－８號二樓,114.20067528,114.20067528,22.29048865,22.29048865,838720.7,838720.7,816842.7,816842.7,CO-ED,男女,A.M.,上午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,25615804,25615804,25900309,25900309,http://www.mingwai.edu.hk,http://www.mingwai.edu.hk,NOT APPLICABLE,不適用
319775000113,Kindergartens,幼稚園,KWUN TONG METHODIST KINDERGARTEN,觀塘循道幼稚園,2/F FLAT 2-071 LOTUS TOWER-3 KWUN TONG GARDEN ESTATE NGAU TAU KOK ROAD KOWLOON,觀塘牛頭角道花園大廈玉蓮台第３座２－０７１室,114.22084996,114.22084996,22.31566178,22.31566178,840798.9,840798.9,819630.7,819630.7,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,23423062,23423062,27904910,27904910,http://www.ktmk.edu.hk,http://www.ktmk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
321087000112,Kindergartens,幼稚園,MING WAI KINDERGARTEN,明慧幼稚園,1/F 2-8 TSAT TSE MUI ROAD NORTH POINT HK,香港七姊妹道２－８號二樓,114.20068887,114.20068887,22.29050671,22.29050671,838722.1,838722.1,816844.7,816844.7,CO-ED,男女,P.M.,下午,EASTERN,東區,PRIVATE,私立,KINDERGARTEN,幼稚園,25615804,25615804,25900309,25900309,http://www.mingwai.edu.hk,http://www.mingwai.edu.hk,NOT APPLICABLE,不適用
321192000112,Kindergartens,幼稚園,REDEMPTION LUTHERAN KINDERGARTEN,路德會救恩幼稚園,G-1/F 13 MUK LUN STREET KOWLOON,九龍睦鄰街１３號地下至二樓,114.19711639,114.19711639,22.3411237,22.3411237,838353.2,838353.2,822449.7,822449.7,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,23261546,23261546,23212664,23212664,http://www.rlk.edu.hk,http://www.rlk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
319775000111,Kindergartens,幼稚園,KWUN TONG METHODIST KINDERGARTEN,觀塘循道幼稚園,2/F FLAT 2-071 LOTUS TOWER-3 KWUN TONG GARDEN ESTATE NGAU TAU KOK ROAD KOWLOON,觀塘牛頭角道花園大廈玉蓮台第３座２－０７１室,114.22086064,114.22086064,22.31567171,22.31567171,840800.0,840800.0,819631.8,819631.8,CO-ED,男女,A.M.,上午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,23423062,23423062,27904910,27904910,http://www.ktmk.edu.hk,http://www.ktmk.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
231134000112,Kindergartens,幼稚園,MINK ANGLO-CHINESE KINDERGARTEN,明雅中英文幼稚園,TPTL 26 AREA 17 SUN HING GARDEN LEVEL 1 TAI PO NEW TERRITORIES,新界大埔大埔市地段第２６號第１７區新興花園地下,114.17304171,114.17304171,22.45389339,22.45389339,835873.5,835873.5,834937.2,834937.2,CO-ED,男女,P.M.,下午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,26654333,26654333,26639555,26639555,http://www.mink.edu.hk,http://www.mink.edu.hk,NOT APPLICABLE,不適用
231088000113,Kindergartens,幼稚園,BILOK ANGLO-CHINESE KINDERGARTEN,比諾中英文幼稚園,G-2/F 26-28 LUNG SUM AVENUE SHEK WU HUI SHEUNG SHUI NT,新界上水石湖墟龍琛路２６－２８號地下至二樓,114.12933998,114.12933998,22.50334422,22.50334422,831377.0,831377.0,840414.0,840414.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26702775,26702775,26702775,26702775,http://www.bilok-holford.edu.hk,http://www.bilok-holford.edu.hk,NOT APPLICABLE,不適用
214248000112,Kindergartens,幼稚園,WISELY KINDERGARTEN,偉思幼稚園,"1-3 BASEMENT, G/F (ENTRANCE HALL ONLY), 129-133 CAINE ROAD, HONG KONG",香港堅道１２９－１３３號地庫１－３層,114.15000841,114.15000841,22.2829133,22.2829133,833499.3,833499.3,816003.9,816003.9,CO-ED,男女,P.M.,下午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,25462022,25462022,28579540,28579540,http://www.wisely.edu.hk,http://www.wisely.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
214248000111,Kindergartens,幼稚園,WISELY KINDERGARTEN,偉思幼稚園,"1-3 BASEMENT, G/F (ENTRANCE HALL ONLY), 129-133 CAINE ROAD, HONG KONG",香港堅道１２９－１３３號地庫１－３層,114.15003263,114.15003263,22.28310475,22.28310475,833501.8,833501.8,816025.1,816025.1,CO-ED,男女,A.M.,上午,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,25462022,25462022,28579540,28579540,http://www.wisely.edu.hk,http://www.wisely.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
231134000111,Kindergartens,幼稚園,MINK ANGLO-CHINESE KINDERGARTEN,明雅中英文幼稚園,TPTL 26 AREA 17 SUN HING GARDEN LEVEL 1 TAI PO NEW TERRITORIES,新界大埔大埔市地段第２６號第１７區新興花園地下,114.17308834,114.17308834,22.45386359,22.45386359,835878.3,835878.3,834933.9,834933.9,CO-ED,男女,A.M.,上午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,26654333,26654333,26639555,26639555,http://www.mink.edu.hk,http://www.mink.edu.hk,NOT APPLICABLE,不適用
214248000113,Kindergartens,幼稚園,WISELY KINDERGARTEN,偉思幼稚園,"1-3 BASEMENT, G/F (ENTRANCE HALL ONLY), 129-133 CAINE ROAD, HONG KONG",香港堅道１２９－１３３號地庫１－３層,114.15002196,114.15002196,22.28308036,22.28308036,833500.7,833500.7,816022.4,816022.4,CO-ED,男女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,PRIVATE,私立,KINDERGARTEN,幼稚園,25462022,25462022,28579540,28579540,http://www.wisely.edu.hk,http://www.wisely.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
231088000112,Kindergartens,幼稚園,BILOK ANGLO-CHINESE KINDERGARTEN,比諾中英文幼稚園,G-2/F 26-28 LUNG SUM AVENUE SHEK WU HUI SHEUNG SHUI NT,新界上水石湖墟龍琛路２６－２８號地下至二樓,114.12933998,114.12933998,22.50334422,22.50334422,831377.0,831377.0,840414.0,840414.0,CO-ED,男女,P.M.,下午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26702775,26702775,26702775,26702775,http://www.bilok-holford.edu.hk,http://www.bilok-holford.edu.hk,NOT APPLICABLE,不適用
158461000111,Kindergartens,幼稚園,ISLAMIC POK OI KINDERGARTEN,伊斯蘭博愛幼稚園,108-114 G/F ON CHING HOUSE CHEUNG ON ESTATE PHASE II TSING YI ISLAND NEW TERRITORIES,新界青衣島長安邨第２期安清樓１０８－１１４號地下,114.1032754,114.1032754,22.36117236,22.36117236,828687.4,828687.4,824671.5,824671.5,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,24324024,24324024,24953186,24953186,http://www.islamicpokoikg.edu.hk,http://www.islamicpokoikg.edu.hk,ISLAM,伊斯蘭教
158461000112,Kindergartens,幼稚園,ISLAMIC POK OI KINDERGARTEN,伊斯蘭博愛幼稚園,108-114 G/F ON CHING HOUSE CHEUNG ON ESTATE PHASE II TSING YI ISLAND NEW TERRITORIES,新界青衣島長安邨第２期安清樓１０８－１１４號地下,114.1032754,114.1032754,22.36117055,22.36117055,828687.4,828687.4,824671.3,824671.3,CO-ED,男女,P.M.,下午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,24324024,24324024,24953186,24953186,http://www.islamicpokoikg.edu.hk,http://www.islamicpokoikg.edu.hk,ISLAM,伊斯蘭教
158526000112,Kindergartens,幼稚園,TSUNG TSIN MISSION GRACEFUL KINDERGARTEN,崇真會美善幼稚園,G/F PO TAK HOUSE PO LAM ESTATE JUNK BAY NEW TERRITORIES,將軍澳寶林邨寶德樓地下,114.25544227,114.25544227,22.3264267,22.3264267,844362.4,844362.4,820824.2,820824.2,CO-ED,男女,P.M.,下午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,27015588,27015588,27016563,27016563,http://www.ttmgkg.edu.hk,http://www.ttmgkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
158461000113,Kindergartens,幼稚園,ISLAMIC POK OI KINDERGARTEN,伊斯蘭博愛幼稚園,108-114 G/F ON CHING HOUSE CHEUNG ON ESTATE PHASE II TSING YI ISLAND NEW TERRITORIES,新界青衣島長安邨第２期安清樓１０８－１１４號地下,114.10326471,114.10326471,22.36118499,22.36118499,828686.3,828686.3,824672.9,824672.9,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,24324024,24324024,24953186,24953186,http://www.islamicpokoikg.edu.hk,http://www.islamicpokoikg.edu.hk,ISLAM,伊斯蘭教
158526000113,Kindergartens,幼稚園,TSUNG TSIN MISSION GRACEFUL KINDERGARTEN,崇真會美善幼稚園,G/F PO TAK HOUSE PO LAM ESTATE JUNK BAY NEW TERRITORIES,將軍澳寶林邨寶德樓地下,114.2554413,114.2554413,22.3264267,22.3264267,844362.3,844362.3,820824.2,820824.2,CO-ED,男女,WHOLE DAY,全日,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,27015588,27015588,27016563,27016563,http://www.ttmgkg.edu.hk,http://www.ttmgkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
158526000111,Kindergartens,幼稚園,TSUNG TSIN MISSION GRACEFUL KINDERGARTEN,崇真會美善幼稚園,G/F PO TAK HOUSE PO LAM ESTATE JUNK BAY NEW TERRITORIES,將軍澳寶林邨寶德樓地下,114.25537738,114.25537738,22.32667237,22.32667237,844355.7,844355.7,820851.4,820851.4,CO-ED,男女,A.M.,上午,SAI KUNG,西貢區,PRIVATE,私立,KINDERGARTEN,幼稚園,27015588,27015588,27016563,27016563,http://www.ttmgkg.edu.hk,http://www.ttmgkg.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
158259000112,Kindergartens,幼稚園,TRUTH BAPTIST CHURCH KINDERGARTEN,真理浸信會幼稚園,3/F 3 & 4 WAI WAH CENTRE 11-17 SHA TIN CENTRE SHATIN NEW TERRITORIES,新界沙田正街１１－１７號偉華中心三，四座三樓,114.18733038,114.18733038,22.38127806,22.38127806,837344.8,837344.8,826896.1,826896.1,CO-ED,男女,P.M.,下午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,26063933,26063933,26066266,26066266,http://www.truthbaptist.org.hk,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY,基督教
156191000111,Kindergartens,幼稚園,KAM TSIN VILLAGE HO TUNG KINDERGARTEN,金錢村何東幼稚園,D.D. 92 KAM TSIN SHEUNG SHUI NEW TERRITORIES,D.D. 92 KAM TSIN SHEUNG SHUI NEW TERRITORIES,114.11194437,114.11194437,22.50129728,22.50129728,829587.0,829587.0,840188.0,840188.0,CO-ED,男女,A.M.,上午,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26708802,26708802,26706739,26706739,http://www.ktvhtkg.edu.hk,http://www.ktvhtkg.edu.hk,NOT APPLICABLE,不適用
158585000111,Kindergartens,幼稚園,TAI PO CATHOLIC KINDERGARTEN,天主教大埔幼稚園,G/F KA WO HOUSE PO NGA COURT TAI PO NT,新界大埔寶雅苑家和閣地下,114.15904031,114.15904031,22.4515635,22.4515635,834432.3,834432.3,834679.3,834679.3,CO-ED,男女,A.M.,上午,TAI PO,大埔區,PRIVATE,私立,KINDERGARTEN,幼稚園,26511651,26511651,26505775,26505775,http://www.taipokg.edu.hk,http://www.taipokg.edu.hk,CATHOLICISM,天主教
575666000113,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (TIN SHUI WAI),平安福音堂幼稚園(天水圍),G/F ANCILLARY FACILITIES BLOCK TIN CHING ESTATE TIN SHUI WAI NEW TERRITORIES,新界天水圍天晴邨綜合大樓地下,114.00254027,114.00254027,22.46243419,22.46243419,818324.8,818324.8,835893.4,835893.4,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,24469277,24469277,23284933,23284933,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
575666000111,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (TIN SHUI WAI),平安福音堂幼稚園(天水圍),G/F ANCILLARY FACILITIES BLOCK TIN CHING ESTATE TIN SHUI WAI NEW TERRITORIES,新界天水圍天晴邨綜合大樓地下,114.0026404,114.0026404,22.46238553,22.46238553,818335.1,818335.1,835888.0,835888.0,CO-ED,男女,A.M.,上午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,24469277,24469277,23284933,23284933,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
158259000111,Kindergartens,幼稚園,TRUTH BAPTIST CHURCH KINDERGARTEN,真理浸信會幼稚園,3/F 3 & 4 WAI WAH CENTRE 11-17 SHA TIN CENTRE SHATIN NEW TERRITORIES,新界沙田正街１１－１７號偉華中心三，四座三樓,114.18734592,114.18734592,22.38126812,22.38126812,837346.4,837346.4,826895.0,826895.0,CO-ED,男女,A.M.,上午,SHA TIN,沙田區,PRIVATE,私立,KINDERGARTEN,幼稚園,26063933,26063933,26066266,26066266,http://www.truthbaptist.org.hk,http://www.truthbaptist.org.hk,PROTESTANTISM / CHRISTIANITY,基督教
156191000113,Kindergartens,幼稚園,KAM TSIN VILLAGE HO TUNG KINDERGARTEN,金錢村何東幼稚園,D.D. 92 KAM TSIN SHEUNG SHUI NEW TERRITORIES,D.D. 92 KAM TSIN SHEUNG SHUI NEW TERRITORIES,114.11194437,114.11194437,22.50129728,22.50129728,829587.0,829587.0,840188.0,840188.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,PRIVATE,私立,KINDERGARTEN,幼稚園,26708802,26708802,26706739,26706739,http://www.ktvhtkg.edu.hk,http://www.ktvhtkg.edu.hk,NOT APPLICABLE,不適用
550663000113,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (NGAU TAU KOK),平安福音堂幼稚園(牛頭角),"G/F., SHEUNG MUN HOUSE, UPPER NGAU TAU KOK ESTATE, PHASE I, KWUN TONG, KOWLOON",九龍觀塘牛頭角上邨第一期常滿樓地下,114.21750348,114.21750348,22.31918729,22.31918729,840454.0,840454.0,820021.0,820021.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,27769285,27769285,27768913,27768913,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
550035000113,Kindergartens,幼稚園,HONG KONG KINDERGARTEN ASSOCIATION PRE-SCHOOL,香港幼稚園協會幼兒學校,G/F CHI SIU HOUSE CHOI WAN ESTATE KOWLOON,九龍彩雲邨紫霄樓地下,114.21349858,114.21349858,22.33319469,22.33319469,840041.0,840041.0,821572.0,821572.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,27582008,27582008,27580078,27580078,http://www.hkkaps.edu.hk,http://www.hkkaps.edu.hk,NOT APPLICABLE,不適用
575666000112,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (TIN SHUI WAI),平安福音堂幼稚園(天水圍),G/F ANCILLARY FACILITIES BLOCK TIN CHING ESTATE TIN SHUI WAI NEW TERRITORIES,新界天水圍天晴邨綜合大樓地下,114.00258207,114.00258207,22.46241075,22.46241075,818329.1,818329.1,835890.8,835890.8,CO-ED,男女,P.M.,下午,YUEN LONG,元朗區,PRIVATE,私立,KINDERGARTEN,幼稚園,24469277,24469277,23284933,23284933,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
550035000112,Kindergartens,幼稚園,HONG KONG KINDERGARTEN ASSOCIATION PRE-SCHOOL,香港幼稚園協會幼兒學校,G/F CHI SIU HOUSE CHOI WAN ESTATE KOWLOON,九龍彩雲邨紫霄樓地下,114.21351994,114.21351994,22.33319468,22.33319468,840043.2,840043.2,821572.0,821572.0,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,27582008,27582008,27580078,27580078,http://www.hkkaps.edu.hk,http://www.hkkaps.edu.hk,NOT APPLICABLE,不適用
550663000112,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (NGAU TAU KOK),平安福音堂幼稚園(牛頭角),"G/F., SHEUNG MUN HOUSE, UPPER NGAU TAU KOK ESTATE, PHASE I, KWUN TONG, KOWLOON",九龍觀塘牛頭角上邨第一期常滿樓地下,114.21750348,114.21750348,22.31918729,22.31918729,840454.0,840454.0,820021.0,820021.0,CO-ED,男女,P.M.,下午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,27769285,27769285,27768913,27768913,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
542601000111,Kindergartens,幼稚園,TSZ CHING ESTATE BODHI SIKSA KINDERGARTEN,慈正邨菩提幼稚園,G/F CHING MING HOUSE TSZ CHING ESTATE TSZ WAN SHAN KOWLOON,九龍慈雲山慈正邨正明樓地下,114.20274627,114.20274627,22.34918719,22.34918719,838933.0,838933.0,823342.7,823342.7,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,22745761,22745761,22745780,22745780,http://www.tcebsk.edu.hk,http://www.tcebsk.edu.hk,BUDDHISM,佛教
536482000113,Kindergartens,幼稚園,TSUNG TSIN MISSION PAK TIN GRACEFUL KINDERGARTEN,崇真會白田美善幼稚園,G/F SHING TIN HOUSE PAK TIN ESTATE SHEK KIP MEI KOWLOON,九龍石硤尾白田邨盛田樓地下,114.16774287,114.16774287,22.33611997,22.33611997,835327.3,835327.3,821895.5,821895.5,CO-ED,男女,WHOLE DAY,全日,SHAM SHUI PO,深水埗區,PRIVATE,私立,KINDERGARTEN,幼稚園,31522533,31522533,31522643,31522643,http://www.ptgraceful.edu.hk,http://www.ptgraceful.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
550663000111,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (NGAU TAU KOK),平安福音堂幼稚園(牛頭角),"G/F., SHEUNG MUN HOUSE, UPPER NGAU TAU KOK ESTATE, PHASE I, KWUN TONG, KOWLOON",九龍觀塘牛頭角上邨第一期常滿樓地下,114.21750348,114.21750348,22.31918729,22.31918729,840454.0,840454.0,820021.0,820021.0,CO-ED,男女,A.M.,上午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,27769285,27769285,27768913,27768913,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
550035000111,Kindergartens,幼稚園,HONG KONG KINDERGARTEN ASSOCIATION PRE-SCHOOL,香港幼稚園協會幼兒學校,G/F CHI SIU HOUSE CHOI WAN ESTATE KOWLOON,九龍彩雲邨紫霄樓地下,114.21356167,114.21356167,22.33318022,22.33318022,840047.5,840047.5,821570.4,821570.4,CO-ED,男女,A.M.,上午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,27582008,27582008,27580078,27580078,http://www.hkkaps.edu.hk,http://www.hkkaps.edu.hk,NOT APPLICABLE,不適用
543390000113,Kindergartens,幼稚園,SHUN TAK FRATERNAL ASSOCIATION LEUNG KIT WAH KINDERGARTEN,順德聯誼總會梁潔華幼稚園,"G/F., TAT FUNG HOUSE, PO TAT ESTATE, PO LAM ROAD, SAU MAU PING, KOWLOON",九龍秀茂坪寶琳路寶達邨達峰樓地下,114.23814624,114.23814624,22.31727715,22.31727715,842580.9,842580.9,819810.2,819810.2,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,29974411,29974411,29974422,29974422,http://www.stfalkwkg.edu.hk,http://www.stfalkwkg.edu.hk,NOT APPLICABLE,不適用
542601000112,Kindergartens,幼稚園,TSZ CHING ESTATE BODHI SIKSA KINDERGARTEN,慈正邨菩提幼稚園,G/F CHING MING HOUSE TSZ CHING ESTATE TSZ WAN SHAN KOWLOON,九龍慈雲山慈正邨正明樓地下,114.20275695,114.20275695,22.34918719,22.34918719,838934.1,838934.1,823342.7,823342.7,CO-ED,男女,P.M.,下午,WONG TAI SIN,黃大仙區,PRIVATE,私立,KINDERGARTEN,幼稚園,22745761,22745761,22745780,22745780,http://www.tcebsk.edu.hk,http://www.tcebsk.edu.hk,BUDDHISM,佛教
546127000113,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (TSING YI),平安福音堂幼稚園(青衣),G/F WANG CHING HOUSE & WANG NGAI HOUSE CHEUNG WANG ESTATE TSING YI NEW TERRITORIES,新界青衣長宏邨宏正樓及宏毅樓地下,114.09625756,114.09625756,22.35658511,22.35658511,827964.3,827964.3,824163.9,824163.9,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,24847481,24847481,24847482,24847482,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
546127000111,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (TSING YI),平安福音堂幼稚園(青衣),G/F WANG CHING HOUSE & WANG NGAI HOUSE CHEUNG WANG ESTATE TSING YI NEW TERRITORIES,新界青衣長宏邨宏正樓及宏毅樓地下,114.09626829,114.09626829,22.35650745,22.35650745,827965.4,827965.4,824155.3,824155.3,CO-ED,男女,A.M.,上午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,24847481,24847481,24847482,24847482,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
543390000112,Kindergartens,幼稚園,SHUN TAK FRATERNAL ASSOCIATION LEUNG KIT WAH KINDERGARTEN,順德聯誼總會梁潔華幼稚園,"G/F., TAT FUNG HOUSE, PO TAT ESTATE, PO LAM ROAD, SAU MAU PING, KOWLOON",九龍秀茂坪寶琳路寶達邨達峰樓地下,114.23816759,114.23816759,22.31727082,22.31727082,842583.1,842583.1,819809.5,819809.5,CO-ED,男女,P.M.,下午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,29974411,29974411,29974422,29974422,http://www.stfalkwkg.edu.hk,http://www.stfalkwkg.edu.hk,NOT APPLICABLE,不適用
546127000112,Kindergartens,幼稚園,PEACE EVANGELICAL CENTRE KINDERGARTEN (TSING YI),平安福音堂幼稚園(青衣),G/F WANG CHING HOUSE & WANG NGAI HOUSE CHEUNG WANG ESTATE TSING YI NEW TERRITORIES,新界青衣長宏邨宏正樓及宏毅樓地下,114.09625272,114.09625272,22.35656163,22.35656163,827963.8,827963.8,824161.3,824161.3,CO-ED,男女,P.M.,下午,KWAI TSING,葵青區,PRIVATE,私立,KINDERGARTEN,幼稚園,24847481,24847481,24847482,24847482,http://www.peck.edu.hk,http://www.peck.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
543390000111,Kindergartens,幼稚園,SHUN TAK FRATERNAL ASSOCIATION LEUNG KIT WAH KINDERGARTEN,順德聯誼總會梁潔華幼稚園,"G/F., TAT FUNG HOUSE, PO TAT ESTATE, PO LAM ROAD, SAU MAU PING, KOWLOON",九龍秀茂坪寶琳路寶達邨達峰樓地下,114.23794722,114.23794722,22.31717518,22.31717518,842560.4,842560.4,819798.9,819798.9,CO-ED,男女,A.M.,上午,KWUN TONG,觀塘區,PRIVATE,私立,KINDERGARTEN,幼稚園,29974411,29974411,29974422,29974422,http://www.stfalkwkg.edu.hk,http://www.stfalkwkg.edu.hk,NOT APPLICABLE,不適用
